screening,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
,24,"S Mohseni, E Ragan, X Hu",Open issues in combating fake news: Interpretability as an opportunity,2019,arXiv preprint arXiv:1904.03016,arxiv.org,https://arxiv.org/abs/1904.03016,"https://scholar.google.com/scholar?cites=14562363378475195593&as_sdt=2005&sciodt=0,5&hl=en",306,3/2/23 10:43,,,,,,,,,24,6.00,8,3,4,"… in propagating fake news content, affecting news diversity, and hindering credibility. At last, … solution for improving fake news methods through 1) interpretable fake news detection and 2…",https://arxiv.org/pdf/1904.03016,"https://scholar.google.com/scholar?q=related:ydwriFboF8oJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,557,"B Horne, S Adali","This just in: Fake news packs a lot in title, uses simpler, repetitive content in text body, more similar to satire than real news",2017,Proceedings of the international AAAI conference on …,ojs.aaai.org,https://ojs.aaai.org/index.php/ICWSM/article/view/14976,"https://scholar.google.com/scholar?cites=1253214770843236320&as_sdt=2005&sciodt=0,5&hl=en",307,3/2/23 10:43,,,,,,,,,557,92.83,279,2,6,… fake news content differs from real news content. We would like to understand whether fake news … is not found in fake news sites and risk their established credibility if their news stories …,https://ojs.aaai.org/index.php/ICWSM/article/download/14976/14826,"https://scholar.google.com/scholar?q=related:4DdiuzFQZBEJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,62,RK Kaliyar,Fake news detection using a deep neural network,2018,2018 4th International Conference on Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8777343/,"https://scholar.google.com/scholar?cites=448916424453825536&as_sdt=2005&sciodt=0,5&hl=en",308,3/2/23 10:43,,,,,,,,,62,12.40,62,1,5,… was to automate fake news detection on twitter data by conducting accuracy assessment on … Twitter content sourced from Buzz Feed's fake news dataset and indicate models prepared …,,"https://scholar.google.com/scholar?q=related:AKRoDRzfOgYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,72,"MH Goldani, S Momtazi, R Safabakhsh",Detecting fake news with capsule neural networks,2021,Applied Soft Computing,Elsevier,https://www.sciencedirect.com/science/article/pii/S1568494620309303,"https://scholar.google.com/scholar?cites=1597273148255309364&as_sdt=2005&sciodt=0,5&hl=en",309,3/2/23 10:43,,,,,,,,,72,36.00,24,3,2,… networks for detecting fake news. We propose models for detecting fake news in different … using capsule neural networks to enhance the accuracy of fake news identification systems. …,https://arxiv.org/pdf/2002.01030,"https://scholar.google.com/scholar?q=related:NA4HM3enKhYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,326,"JCS Reis, A Correia, F Murai, A Veloso, ...",Supervised learning for fake news detection,2019,IEEE Intelligent …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8709925/,"https://scholar.google.com/scholar?cites=5998427683860402119&as_sdt=2005&sciodt=0,5&hl=en",310,3/2/23 10:43,,,,,,,,,326,81.50,65,5,4,… new features to capture aspects of credibility (or popularity) and trustworthiness of … credibility of domains compiled11 as features. 3) Domain Location: Ever since creating fake news …,http://sentic.net/supervised-learning-for-fake-news-detection.pdf,"https://scholar.google.com/scholar?q=related:x09eizKyPlMJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,16,"B Lutz, MTP Adam, S Feuerriegel, N Pröllochs, ...",Affective information processing of fake news: Evidence from NeuroIS,2020,Information Systems and …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-28144-1_13,"https://scholar.google.com/scholar?cites=2413011273615054513&as_sdt=2005&sciodt=0,5&hl=en",311,3/2/23 10:43,,10.1007/978-3-030-28144-1_13,,,,,,,16,5.33,3,5,3,"… Contextualized to the classification of fake news, we can expect users to search for facts or features that are characteristic for fake news, particularly if the user forms a belief that the …",https://www.researchgate.net/profile/Rene-Riedl-2/publication/343979634_Information_Systems_and_Neuroscience_NeuroIS_Retreat_2019/links/5f4ba819a6fdcc14c5e8b9d1/Information-Systems-and-Neuroscience-NeuroIS-Retreat-2019.pdf#page=125,"https://scholar.google.com/scholar?q=related:sZbW-ve8fCEJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,51,"D Katsaros, G Stavropoulos, D Papakostas",Which machine learning paradigm for fake news detection?,2019,IEEE/WIC/ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3350546.3352552,"https://scholar.google.com/scholar?cites=12750646478969927051&as_sdt=2005&sciodt=0,5&hl=en",312,3/2/23 10:43,,10.1145/3350546.3352552,,,,,,,51,12.75,17,3,4,"… We present the average accuracy of the six variants of each algorithm in Figures 1–2. Deviation is small, so average is quite a good measure for all algorithms with the exception of DT …",https://dana.e-ce.uth.gr/pdf/IEEE_WIC_ACM_WI19ksp.pdf,"https://scholar.google.com/scholar?q=related:i3WWs2pl87AJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,24,M Hossová,Fake news and disinformation: Phenomenons of post-factual society,2018,Media Literacy and Academic Research,ceeol.com,https://www.ceeol.com/search/article-detail?id=730530,"https://scholar.google.com/scholar?cites=6380432322396459472&as_sdt=2005&sciodt=0,5&hl=en",313,3/2/23 10:43,,,,,,,,,24,4.80,24,1,5,"… the user’s credibility will be high. But if someone denotes a fake news post that is true, his credibility will drop. In this way, the company wants to fight internet trolls who can deliberately …",https://bibliotekanauki.pl/articles/526516.pdf,"https://scholar.google.com/scholar?q=related:0JHcaWTZi1gJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,82,"R Torres, N Gerhart, A Negahban",Epistemology in the era of fake news: An exploration of information verification behaviors among social networking site users,2018,ACM SIGMIS Database: The …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3242734.3242740,"https://scholar.google.com/scholar?cites=11847524376842184013&as_sdt=2005&sciodt=0,5&hl=en",314,3/2/23 10:43,,10.1145/3242734.3242740,,,,,,,82,16.40,27,3,5,"… Importantly, reliability is a hallmark of authority assessments (Fallis, 2004), and we argue that fake news awareness and perceived media credibility provide insight into the focal user’s …",,"https://scholar.google.com/scholar?q=related:TaV1XabcaqQJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,144,"D Lazer, M Baum, N Grinberg, L Friedland, K Joseph, ...",Combating fake news: An agenda for research and action,2017,,apo.org.au,https://apo.org.au/sites/default/files/resource-files/2017-05/apo-nid76233.pdf,"https://scholar.google.com/scholar?cites=7512338511525077343&as_sdt=2005&sciodt=0,5&hl=en",315,3/2/23 10:43,,,,,,,,,144,24.00,24,6,6,"… societies to fake news and the public’s limited ability to contain it. Fake news as a form of … and social cues in order to determine the credibility of information and to shape their beliefs, …",https://www.sipotra.it/old/wp-content/uploads/2017/06/Combating-Fake-News.pdf,"https://scholar.google.com/scholar?q=related:X2Hw-xIwQWgJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,67,"B Collins, DT Hoang, NT Nguyen, ...",Trends in combating fake news on social media–a survey,2021,Journal of Information …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/24751839.2020.1847379,"https://scholar.google.com/scholar?cites=16183714308611927381&as_sdt=2005&sciodt=0,5&hl=en",316,3/2/23 10:43,,10.1080/24751839.2020.1847379,,,,,,,67,33.50,17,4,2,"… an accuracy rate of … accuracy rate of 84%, they designed the hybrid fake news detection model which involves a combination of the previous two results, and they got an overall accuracy …",https://www.tandfonline.com/doi/pdf/10.1080/24751839.2020.1847379,"https://scholar.google.com/scholar?q=related:VW04L2samOAJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,14,"C Melchior, M Oliveira",Health-related fake news on social media platforms: A systematic literature review,2022,new media &society,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/14614448211038762,"https://scholar.google.com/scholar?cites=16451243219124553909&as_sdt=2005&sciodt=0,5&hl=en",317,3/2/23 10:43,,10.1177/14614448211038762,,,,,,,14,14.00,7,2,1,"… and the published research on health-related fake news on social media platforms, and (b) … and strategies to combat fake news sharing, and study the credibility of health information. …",https://meriva.pucrs.br/dspace/bitstream/10923/19919/2/Healthrelated_fake_news_on_social_media_platforms_A_systematic_literature_review.pdf,"https://scholar.google.com/scholar?q=related:tQh5nYuOTuQJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,114,"N Kshetri, J Voas",The economics of “fake news”,2017,IT Professional,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8123490/,"https://scholar.google.com/scholar?cites=18065137798481705776&as_sdt=2005&sciodt=0,5&hl=en",318,3/2/23 10:43,,,,,,,,,114,19.00,57,2,6,"… environment for “fake news” creation. Fake news is one type of false information. The authors discuss the context of fake-news consumption, and suggest that fake-news creators, …",https://core.ac.uk/download/pdf/345088332.pdf,"https://scholar.google.com/scholar?q=related:MPv7UB1DtPoJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,20,"S Bauskar, V Badole, P Jain, ...",Natural language processing based hybrid model for detecting fake news using content-based features and social features,2019,International Journal of …,researchgate.net,https://www.researchgate.net/profile/Shubham-Bauskar/publication/334366994_Natural_Language_Processing_based_Hybrid_Model_for_Detecting_Fake_News_Using_Content-Based_Features_and_Social_Features/links/5d794e7f4585151ee4af4726/Natural-Language-Processing-based-Hybrid-Model-for-Detecting-Fake-News-Using-Content-Based-Features-and-Social-Features.pdf,"https://scholar.google.com/scholar?cites=17402985086045174376&as_sdt=2005&sciodt=0,5&hl=en",319,3/2/23 10:43,PDF,,,,,,,,20,5.00,5,4,4,… The result indicates that the model is able to detect fake news with remarkable accuracy and also confirms our hypothesis that better results can be obtained by incorporating both the …,https://www.researchgate.net/profile/Shubham-Bauskar/publication/334366994_Natural_Language_Processing_based_Hybrid_Model_for_Detecting_Fake_News_Using_Content-Based_Features_and_Social_Features/links/5d794e7f4585151ee4af4726/Natural-Language-Processing-based-Hybrid-Model-for-Detecting-Fake-News-Using-Content-Based-Features-and-Social-Features.pdf,"https://scholar.google.com/scholar?q=related:aLokFbvSg_EJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,207,"FA Ozbay, B Alatas",Fake news detection within online social media using supervised artificial intelligence algorithms,2020,Physica A: statistical mechanics and its applications,Elsevier,https://www.sciencedirect.com/science/article/pii/S0378437119317546,"https://scholar.google.com/scholar?cites=2529957684161138925&as_sdt=2005&sciodt=0,5&hl=en",320,3/2/23 10:43,,,,,,,,,207,69.00,104,2,3,"… real and fake news. In this paper, a two-step method for identifying fake news on social … In the fake news detection problem, the accuracy is the rate of correctly predicted news to all …",,"https://scholar.google.com/scholar?q=related:7dAxBRw3HCMJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,79,"K Shu, S Wang, D Lee, H Liu","Mining disinformation and fake news: Concepts, methods, and recent advancements",2020,"… , and fake news in social media: Emerging …",Springer,https://link.springer.com/chapter/10.1007/978-3-030-42699-6_1,"https://scholar.google.com/scholar?cites=17735739878930768107&as_sdt=2005&sciodt=0,5&hl=en",321,3/2/23 10:43,,10.1007/978-3-030-42699-6_1,,,,,,,79,26.33,20,4,3,"… We take fake news as an example of disinformation. The extensive spread of … credibility from various perspectives for fake news detection. First, it presents how to represent credibility …",https://arxiv.org/pdf/2001.00623,"https://scholar.google.com/scholar?q=related:6-BlsHMBIvYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,29,J Rose,"To believe or not to believe: An epistemic exploration of fake news, truth, and the limits of knowing",2020,Postdigital Science and Education,Springer,https://link.springer.com/article/10.1007/s42438-019-00068-5,"https://scholar.google.com/scholar?cites=15599665990085160707&as_sdt=2005&sciodt=0,5&hl=en",322,3/2/23 10:43,HTML,10.1007/s42438-019-00068-5,,,,,,,29,9.67,29,1,3,"… First, I attend to traditional analytical understandings of knowledge, such as justified true belief concerning fake news and what it means for online news consumers’ ability to acquire …",https://link.springer.com/article/10.1007/s42438-019-00068-5,"https://scholar.google.com/scholar?q=related:A6_EQZElfdgJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,166,"P Bourgonje, JM Schneider, ...",From clickbait to fake news detection: an approach based on detecting the stance of headlines to articles,2017,Proceedings of the 2017 …,aclanthology.org,https://aclanthology.org/W17-4215/,"https://scholar.google.com/scholar?cites=7883517941457016417&as_sdt=2005&sciodt=0,5&hl=en",323,3/2/23 10:43,,,,,,,,,166,27.67,55,3,6,… We improve on the accuracy base line set by the organisers of the FNC1 by over 10 points and scored 9th place (out of 50 participants) in the actual challenge. As described in Section 1…,https://aclanthology.org/W17-4215.pdf,"https://scholar.google.com/scholar?q=related:Ydb2kMzhZ20J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,30,"RK Kaliyar, A Goswami, P Narang",EchoFakeD: improving fake news detection in social media with an efficient deep neural network,2021,Neural computing and applications,Springer,https://link.springer.com/article/10.1007/s00521-020-05611-1,"https://scholar.google.com/scholar?cites=15467654470836396189&as_sdt=2005&sciodt=0,5&hl=en",324,3/2/23 10:43,HTML,10.1007/s00521-020-05611-1,,,,,,,30,15.00,10,3,2,… for fake news detection and achieved a validation accuracy of … -art models in the area of fake news detection and affirm the … for fake news detection and achieved an accuracy of 92.30%…,https://link.springer.com/article/10.1007/s00521-020-05611-1,"https://scholar.google.com/scholar?q=related:naCvQsolqNYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,44,"T Traylor, J Straub, N Snell",Classifying fake news articles using natural language processing to identify in-article attribution as a supervised learning estimator,2019,2019 IEEE 13th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8665593/,"https://scholar.google.com/scholar?cites=8617798028694682875&as_sdt=2005&sciodt=0,5&hl=en",325,3/2/23 10:43,,,,,,,,,44,11.00,15,3,4,"… accuracy and integrity problem that affects opinion forming, decision making, and voting patterns. Most so-called ‘fake news’ is … The fake news stories that are initially seeded over social …",,"https://scholar.google.com/scholar?q=related:-3xo5qWRmHcJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,28,"S Ni, J Li, HY Kao",MVAN: Multi-view attention networks for fake news detection on social media,2021,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9497048/,"https://scholar.google.com/scholar?cites=15551317620261359764&as_sdt=2005&sciodt=0,5&hl=en",326,3/2/23 10:43,,,,,,,,,28,14.00,9,3,2,"… Existing fake news detection methods focus on finding clues … This paper solves the problem of fake news detection in more … , thereby improving the accuracy of fake news detection. …",https://ieeexplore.ieee.org/iel7/6287639/9312710/09497048.pdf,"https://scholar.google.com/scholar?q=related:lJDzMPtg0dcJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,16,"S Tschiatschek, A Singla, ...",Detecting fake news in social networks via crowdsourcing,2017,arXiv preprint arXiv …,pure.mpg.de,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_2543181,"https://scholar.google.com/scholar?cites=5982774317792710584&as_sdt=2005&sciodt=0,5&hl=en",327,3/2/23 10:43,,,,,,,,,16,2.67,5,3,6,"… detecting fake news … accuracy. We develop a novel algorithm, DETECTIVE, that performs Bayesian inference for detecting fake news and jointly learns about users’ flagging accuracy …",https://pure.mpg.de/rest/items/item_2543181_2/component/file_2543180/content,"https://scholar.google.com/scholar?q=related:uE9dP4sVB1MJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,28,"G Jardaneh, H Abdelhaq, M Buzz, ...",Classifying Arabic tweets based on credibility using content and user features,2019,2019 IEEE Jordan …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8717386/,"https://scholar.google.com/scholar?cites=7354560765840836711&as_sdt=2005&sciodt=0,5&hl=en",328,3/2/23 10:43,,,,,,,,,28,7.00,7,4,4,"… In this paper, we utilize machine learning to identify fake news from … Sentiment analysis led to improving the accuracy of the … our system can filter out fake news with an accuracy of 76%. …",https://repository.najah.edu/bitstreams/80a4c2ea-abe3-4b4b-9046-6ca0b187d8e3/download,"https://scholar.google.com/scholar?q=related:Z8j35gymEGYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,30,"M Samadi, M Mousavian, S Momtazi",Deep contextualized text representation and learning for fake news detection,2021,Information processing & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306457321002077,"https://scholar.google.com/scholar?cites=9468664687350401079&as_sdt=2005&sciodt=0,5&hl=en",329,3/2/23 10:43,,,,,,,,,30,15.00,10,3,2,"… They formulated the fake news detection task as calculating a credibility score, and their … In their experiments, they used the LIAR dataset and achieved an accuracy of 0.63 for binary …",,"https://scholar.google.com/scholar?q=related:N0jOsl10Z4MJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,36,"CMM Kotteti, XI Dong, N Li, ...",Fake news detection enhancement with data imputation,2018,2018 IEEE 16th Intl Conf on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8511885/,"https://scholar.google.com/scholar?cites=12775384325780148251&as_sdt=2005&sciodt=0,5&hl=en",330,3/2/23 10:43,,,,,,,,,36,7.20,9,4,5,"… In [14], they propose an automatic mechanism for fake news classification using four important processes ie extracting features for prediction accuracy, dataset alignment, per-set feature …",,"https://scholar.google.com/scholar?q=related:GxA4f1tIS7EJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,61,"VK Singh, I Ghosh, D Sonagara",Detecting fake news stories via multimodal analysis,2021,Journal of the Association for …,Wiley Online Library,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/asi.24359,"https://scholar.google.com/scholar?cites=12389966409627779845&as_sdt=2005&sciodt=0,5&hl=en",331,3/2/23 10:43,,10.1002/asi.24359,,,,,,,61,30.50,20,3,2,"… Next, we would like to perform a user study to understand the cognitive mechanisms behind the acceptance and continued belief in fake news. For instance, recent work suggests that a …",https://sites.comminfo.rutgers.edu/vsingh/wp-content/uploads/sites/35/2022/01/Asso-for-Info-Science-Tech-2020-Singh-Detecting-fake-news-stories-via-multimodal-analysis.pdf,"https://scholar.google.com/scholar?q=related:BcPiAM4A8qsJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,31,J Pizarro,Using N-grams to detect Fake News Spreaders on Twitter.,2020,CLEF (working notes),pan.webis.de,https://pan.webis.de/downloads/publications/papers/pizarro_2020.pdf,"https://scholar.google.com/scholar?cites=2223324205657367232&as_sdt=2005&sciodt=0,5&hl=en",332,3/2/23 10:43,PDF,,,,,,,,31,10.33,31,1,3,"… The accuracy obtained by our models in the early bird dataset differs from the accuracy obtained during training. Consequently, to get a more accurate estimation of the model’s …",https://pan.webis.de/downloads/publications/papers/pizarro_2020.pdf,"https://scholar.google.com/scholar?q=related:wCK82pXV2h4J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,27,"R Gunther, PA Beck, EC Nisbet",Fake news did have a significant impact on the vote in the 2016 election: Original full-length version with methodological appendix,2018,"Unpublished manuscript, Ohio State …",u.osu.edu,https://u.osu.edu/cnep/files/2015/03/Fake-News-Piece-for-The-Conversation-with-methodological-appendix-11d0ni9.pdf,"https://scholar.google.com/scholar?cites=9674006676755581070&as_sdt=2005&sciodt=0,5&hl=en",333,3/2/23 10:43,PDF,,,,,,,,27,5.40,9,3,5,"… While we shall interpret these numbers as evidence that belief in fake news stories led former Obama voters to abandon the Democratic candidate for president in 2016, it is also …",https://u.osu.edu/cnep/files/2015/03/Fake-News-Piece-for-The-Conversation-with-methodological-appendix-11d0ni9.pdf,"https://scholar.google.com/scholar?q=related:jgjGQtH5QIYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,34,"S Sharma, DK Sharma",Fake News Detection: A long way to go,2019,2019 4th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9036221/,"https://scholar.google.com/scholar?cites=16421822905115630166&as_sdt=2005&sciodt=0,5&hl=en",334,3/2/23 10:43,,,,,,,,,34,8.50,17,2,4,"… (SVMs) [16] is capable to classify fake news with high accuracy. The types of fake news targeted by them are - Hoax, Satire and Fake news posting. They have also achieved up to 95% …",https://www.researchgate.net/profile/Dilip-Sharma-7/publication/339975451_Fake_News_Detection_A_long_way_to_go/links/5ecbb85792851c11a8885809/Fake-News-Detection-A-long-way-to-go.pdf,"https://scholar.google.com/scholar?q=related:VlrK9-wI5uMJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,11,"S Mohseni, F Yang, S Pentyala, M Du, Y Liu, ...",Machine learning explanations to prevent overtrust in fake news detection,2021,Proceedings of the …,ojs.aaai.org,https://ojs.aaai.org/index.php/ICWSM/article/view/18072,"https://scholar.google.com/scholar?cites=15993580710939077016&as_sdt=2005&sciodt=0,5&hl=en",335,3/2/23 10:43,,,,,,,,,11,5.50,2,6,2,… This trained model achieves 72.00% fake news detection accuracy on our test set. … as 1.0 – credibility score) of all reported fake news as the secondary performance measures. …,https://ojs.aaai.org/index.php/ICWSM/article/download/18072/17875,"https://scholar.google.com/scholar?q=related:mCkQQuuc9N0J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,51,"E Porter, TJ Wood, D Kirby","Sex trafficking, Russian infiltration, birth certificates, and pedophilia: A survey experiment correcting fake news",2018,Journal of Experimental Political …,cambridge.org,https://www.cambridge.org/core/journals/journal-of-experimental-political-science/article/sex-trafficking-russian-infiltration-birth-certificates-and-pedophilia-a-survey-experiment-correcting-fake-news/CFEB9AFD5F0AEB64DF32D5A7641805B6,"https://scholar.google.com/scholar?cites=1535097605862173954&as_sdt=2005&sciodt=0,5&hl=en",336,3/2/23 10:43,,,,,,,,,51,10.20,17,3,5,"… Our fake news examples came from across the political spectrum. We used six fake news … accuracy overall, even among those ideological cohorts who had a clear political interest in …",https://scholar.archive.org/work/fkaaejwbz5f2xdu4ja2jdnrdkm/access/wayback/https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CFEB9AFD5F0AEB64DF32D5A7641805B6/S205226301700032Xa.pdf/div-class-title-sex-trafficking-russian-infiltration-birth-certificates-and-pedophilia-a-survey-experiment-correcting-fake-news-div.pdf,"https://scholar.google.com/scholar?q=related:Aq33pCPDTRUJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
