StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,Q1,gender,age,education,PROLIFIC_PID,id,discipline,impressiveness,learn,impressed,know,competence,trust
2024-02-13 15:48:24,2024-02-13 15:49:51,0,82.25.58.71,100,86,1,2024-02-13 15:49:51,R_7rGiEeKqj5SfoGv,NA,NA,NA,NA,50.7334,-1.9246,anonymous,EN,1,I pay attention,NA,1,24,6,5e70bd5480f43a0009625d4c,1,archeo,imp,3,4,5,4,5
2024-02-13 15:48:24,2024-02-13 15:49:51,0,82.25.58.71,100,86,1,2024-02-13 15:49:51,R_7rGiEeKqj5SfoGv,NA,NA,NA,NA,50.7334,-1.9246,anonymous,EN,1,I pay attention,NA,1,24,6,5e70bd5480f43a0009625d4c,1,entom,basic,5,4,5,4,5
2024-02-13 15:49:07,2024-02-13 15:50:12,0,108.53.111.145,100,64,1,2024-02-13 15:50:13,R_3kb77lIY92UScCs,NA,NA,NA,NA,40.8905,-74.0504,anonymous,EN,1,I pay attention,NA,2,31,5,5d1e4f1d51bab90018162332,2,archeo,basic,4,4,4,5,4
2024-02-13 15:49:07,2024-02-13 15:50:12,0,108.53.111.145,100,64,1,2024-02-13 15:50:13,R_3kb77lIY92UScCs,NA,NA,NA,NA,40.8905,-74.0504,anonymous,EN,1,I pay attention,NA,2,31,5,5d1e4f1d51bab90018162332,2,entom,imp,4,4,5,4,4
2024-02-13 15:49:07,2024-02-13 15:51:21,0,69.80.140.65,100,134,1,2024-02-13 15:51:22,R_3Nqr8WOVyt7Ekic,NA,NA,NA,NA,27.7431,-82.6909,anonymous,EN,1,I pay attention,NA,3,21,3,60fcbea9cf08afcb4800c997,3,archeo,basic,3,2,3,2,2
2024-02-13 15:49:07,2024-02-13 15:51:21,0,69.80.140.65,100,134,1,2024-02-13 15:51:22,R_3Nqr8WOVyt7Ekic,NA,NA,NA,NA,27.7431,-82.6909,anonymous,EN,1,I pay attention,NA,3,21,3,60fcbea9cf08afcb4800c997,3,entom,imp,4,5,4,4,3
2024-02-13 15:48:52,2024-02-13 15:51:28,0,5.68.230.182,100,155,1,2024-02-13 15:51:28,R_5ek03Z32xIZMIRS,NA,NA,NA,NA,51.4647,-0.0509,anonymous,EN,1,I pay attention,NA,2,39,2,631610af8e747093cd90e00d,4,archeo,imp,2,2,3,3,3
2024-02-13 15:48:52,2024-02-13 15:51:28,0,5.68.230.182,100,155,1,2024-02-13 15:51:28,R_5ek03Z32xIZMIRS,NA,NA,NA,NA,51.4647,-0.0509,anonymous,EN,1,I pay attention,NA,2,39,2,631610af8e747093cd90e00d,4,entom,basic,1,1,3,3,3
2024-02-13 15:49:11,2024-02-13 15:51:42,0,86.22.82.57,100,151,1,2024-02-13 15:51:43,R_24AiYimmHSVrcMz,NA,NA,NA,NA,53.5621,-0.0808,anonymous,EN,1,I pay attention,NA,2,33,4,5fceb997bc11f516590460ee,5,archeo,imp,2,3,4,4,4
2024-02-13 15:49:11,2024-02-13 15:51:42,0,86.22.82.57,100,151,1,2024-02-13 15:51:43,R_24AiYimmHSVrcMz,NA,NA,NA,NA,53.5621,-0.0808,anonymous,EN,1,I pay attention,NA,2,33,4,5fceb997bc11f516590460ee,5,entom,basic,2,2,2,2,2
2024-02-13 15:49:14,2024-02-13 15:51:44,0,86.14.53.154,100,150,1,2024-02-13 15:51:44,R_2qjTgAFS2CkRbKj,NA,NA,NA,NA,51.4863,0.1822,anonymous,EN,1,I pay attention,NA,2,58,4,58642f6cda731b0001049ad5,6,archeo,basic,4,4,4,4,4
2024-02-13 15:49:14,2024-02-13 15:51:44,0,86.14.53.154,100,150,1,2024-02-13 15:51:44,R_2qjTgAFS2CkRbKj,NA,NA,NA,NA,51.4863,0.1822,anonymous,EN,1,I pay attention,NA,2,58,4,58642f6cda731b0001049ad5,6,entom,imp,5,5,5,5,5
2024-02-13 15:49:03,2024-02-13 15:52:06,0,63.79.60.133,100,182,1,2024-02-13 15:52:06,R_5UbFZeBuyW9upWp,NA,NA,NA,NA,38.6356,-92.1176,anonymous,EN,1,I pay attention,NA,3,33,5,5a7255c8c2eb6c00017e2dcf,7,archeo,imp,2,2,2,2,3
2024-02-13 15:49:03,2024-02-13 15:52:06,0,63.79.60.133,100,182,1,2024-02-13 15:52:06,R_5UbFZeBuyW9upWp,NA,NA,NA,NA,38.6356,-92.1176,anonymous,EN,1,I pay attention,NA,3,33,5,5a7255c8c2eb6c00017e2dcf,7,entom,basic,1,1,2,2,3
2024-02-13 15:49:05,2024-02-13 15:52:08,0,84.9.90.254,100,182,1,2024-02-13 15:52:08,R_5dM1EOm4q8r6Il6,NA,NA,NA,NA,51.4717,-0.1161,anonymous,EN,1,I pay attention,NA,2,35,6,5f1b3f92f904e61566bc6993,8,archeo,imp,4,4,4,4,4
2024-02-13 15:49:05,2024-02-13 15:52:08,0,84.9.90.254,100,182,1,2024-02-13 15:52:08,R_5dM1EOm4q8r6Il6,NA,NA,NA,NA,51.4717,-0.1161,anonymous,EN,1,I pay attention,NA,2,35,6,5f1b3f92f904e61566bc6993,8,entom,basic,4,2,3,4,4
2024-02-13 15:48:57,2024-02-13 15:52:14,0,80.5.9.78,100,197,1,2024-02-13 15:52:14,R_2pbrDo27m2qqSAE,NA,NA,NA,NA,51.4032,-3.37,anonymous,EN,1,I pay attention,NA,1,36,4,62d6d87d91cf24a3c1c0f10c,9,archeo,imp,4,5,5,3,3
2024-02-13 15:48:57,2024-02-13 15:52:14,0,80.5.9.78,100,197,1,2024-02-13 15:52:14,R_2pbrDo27m2qqSAE,NA,NA,NA,NA,51.4032,-3.37,anonymous,EN,1,I pay attention,NA,1,36,4,62d6d87d91cf24a3c1c0f10c,9,entom,basic,3,4,3,3,3
2024-02-13 15:49:01,2024-02-13 15:52:14,0,81.155.197.121,100,193,1,2024-02-13 15:52:15,R_2YxNOOHk3LWkf0Y,NA,NA,NA,NA,50.9661,-1.3348,anonymous,EN,1,I pay attention,NA,1,52,5,5707c536374137000ebbbc46,10,archeo,imp,1,1,2,2,3
2024-02-13 15:49:01,2024-02-13 15:52:14,0,81.155.197.121,100,193,1,2024-02-13 15:52:15,R_2YxNOOHk3LWkf0Y,NA,NA,NA,NA,50.9661,-1.3348,anonymous,EN,1,I pay attention,NA,1,52,5,5707c536374137000ebbbc46,10,entom,basic,2,2,2,2,3
2024-02-13 15:48:50,2024-02-13 15:52:18,0,82.27.49.57,100,207,1,2024-02-13 15:52:19,R_2OJjzDR1pI7Fnsn,NA,NA,NA,NA,53.3202,-2.1413,anonymous,EN,1,I pay attention,NA,1,26,5,5f0f7fe1d7ad1c000b42d091,11,archeo,basic,5,4,3,4,4
2024-02-13 15:48:50,2024-02-13 15:52:18,0,82.27.49.57,100,207,1,2024-02-13 15:52:19,R_2OJjzDR1pI7Fnsn,NA,NA,NA,NA,53.3202,-2.1413,anonymous,EN,1,I pay attention,NA,1,26,5,5f0f7fe1d7ad1c000b42d091,11,entom,imp,4,2,3,2,3
2024-02-13 15:48:40,2024-02-13 15:52:20,0,75.143.185.79,100,220,1,2024-02-13 15:52:21,R_75pVxZeV90kalTH,NA,NA,NA,NA,35.7319,-81.7091,anonymous,EN,1,I pay attention,NA,1,40,3,652ec349c589a18943280477,12,archeo,basic,4,2,3,3,3
2024-02-13 15:48:40,2024-02-13 15:52:20,0,75.143.185.79,100,220,1,2024-02-13 15:52:21,R_75pVxZeV90kalTH,NA,NA,NA,NA,35.7319,-81.7091,anonymous,EN,1,I pay attention,NA,1,40,3,652ec349c589a18943280477,12,entom,imp,4,4,3,3,3
2024-02-13 15:48:35,2024-02-13 15:52:28,0,172.56.195.82,100,232,1,2024-02-13 15:52:28,R_6aEv7IpXoOhfW7f,NA,NA,NA,NA,42.3912,-71.0882,anonymous,EN,1,I pay attention,NA,2,31,6,65c10f898294498f2342fd89,13,archeo,imp,4,4,4,4,3
2024-02-13 15:48:35,2024-02-13 15:52:28,0,172.56.195.82,100,232,1,2024-02-13 15:52:28,R_6aEv7IpXoOhfW7f,NA,NA,NA,NA,42.3912,-71.0882,anonymous,EN,1,I pay attention,NA,2,31,6,65c10f898294498f2342fd89,13,entom,basic,4,2,5,5,5
2024-02-13 15:48:21,2024-02-13 15:52:33,0,152.78.1.81,100,251,1,2024-02-13 15:52:33,R_5pmPcispjOxLCxq,NA,NA,NA,NA,50.9321,-1.3892,anonymous,EN,1,I pay attention,NA,1,40,3,63d2b22da2bc79f659e4a4a7,14,archeo,imp,3,3,3,3,2
2024-02-13 15:48:21,2024-02-13 15:52:33,0,152.78.1.81,100,251,1,2024-02-13 15:52:33,R_5pmPcispjOxLCxq,NA,NA,NA,NA,50.9321,-1.3892,anonymous,EN,1,I pay attention,NA,1,40,3,63d2b22da2bc79f659e4a4a7,14,entom,basic,3,3,3,3,2
2024-02-13 15:49:02,2024-02-13 15:53:01,0,194.66.191.22,100,238,1,2024-02-13 15:53:01,R_2RPIuL6yEIJ1R1D,NA,NA,NA,NA,51.7626,0.471,anonymous,EN,1,I pay attention,NA,1,52,5,5beb492b5324b10001c26ae8,15,archeo,basic,2,3,1,2,3
2024-02-13 15:49:02,2024-02-13 15:53:01,0,194.66.191.22,100,238,1,2024-02-13 15:53:01,R_2RPIuL6yEIJ1R1D,NA,NA,NA,NA,51.7626,0.471,anonymous,EN,1,I pay attention,NA,1,52,5,5beb492b5324b10001c26ae8,15,entom,imp,2,4,3,2,2
2024-02-13 15:49:11,2024-02-13 15:53:05,0,150.143.223.129,100,233,1,2024-02-13 15:53:05,R_5aFbuW3x062Qm6a,NA,NA,NA,NA,51.279,1.0763,anonymous,EN,1,I pay attention,NA,1,25,2,57681fca8e454c000133a203,16,archeo,imp,4,5,2,2,4
2024-02-13 15:49:11,2024-02-13 15:53:05,0,150.143.223.129,100,233,1,2024-02-13 15:53:05,R_5aFbuW3x062Qm6a,NA,NA,NA,NA,51.279,1.0763,anonymous,EN,1,I pay attention,NA,1,25,2,57681fca8e454c000133a203,16,entom,basic,3,3,2,2,3
2024-02-13 15:49:06,2024-02-13 15:53:25,0,83.104.154.253,100,258,1,2024-02-13 15:53:25,R_3GML2hx1du5Nl9T,NA,NA,NA,NA,51.6011,-3.2744,anonymous,EN,1,I pay attention,NA,2,33,5,65c50a5d05b32d6f18aef101,17,archeo,basic,4,4,4,4,4
2024-02-13 15:49:06,2024-02-13 15:53:25,0,83.104.154.253,100,258,1,2024-02-13 15:53:25,R_3GML2hx1du5Nl9T,NA,NA,NA,NA,51.6011,-3.2744,anonymous,EN,1,I pay attention,NA,2,33,5,65c50a5d05b32d6f18aef101,17,entom,imp,4,3,4,4,4
2024-02-13 15:49:13,2024-02-13 15:53:25,0,86.143.155.135,100,251,1,2024-02-13 15:53:26,R_5T9FnGoNRhwK9Sp,NA,NA,NA,NA,57.5841,-4.3853,anonymous,EN,1,I pay attention,NA,1,62,5,62fce494b16fcf89dca570bf,18,archeo,imp,5,4,4,3,5
2024-02-13 15:49:13,2024-02-13 15:53:25,0,86.143.155.135,100,251,1,2024-02-13 15:53:26,R_5T9FnGoNRhwK9Sp,NA,NA,NA,NA,57.5841,-4.3853,anonymous,EN,1,I pay attention,NA,1,62,5,62fce494b16fcf89dca570bf,18,entom,basic,5,5,5,5,5
2024-02-13 15:48:58,2024-02-13 15:53:27,0,86.19.243.179,100,268,1,2024-02-13 15:53:27,R_2eR5z29IAjO28jE,NA,NA,NA,NA,53.8554,-1.5492,anonymous,EN,1,I pay attention,NA,1,59,2,58954e2dc88c680001dd4b7e,19,archeo,imp,4,4,4,5,5
2024-02-13 15:48:58,2024-02-13 15:53:27,0,86.19.243.179,100,268,1,2024-02-13 15:53:27,R_2eR5z29IAjO28jE,NA,NA,NA,NA,53.8554,-1.5492,anonymous,EN,1,I pay attention,NA,1,59,2,58954e2dc88c680001dd4b7e,19,entom,basic,4,5,5,5,4
2024-02-13 15:49:08,2024-02-13 15:53:37,0,90.218.218.54,100,269,1,2024-02-13 15:53:38,R_31dSSRND2JI8cil,NA,NA,NA,NA,54.9663,-1.6093,anonymous,EN,1,I pay attention,NA,2,46,2,5d8b66f5d189bd001a378273,20,archeo,basic,3,4,3,3,3
2024-02-13 15:49:08,2024-02-13 15:53:37,0,90.218.218.54,100,269,1,2024-02-13 15:53:38,R_31dSSRND2JI8cil,NA,NA,NA,NA,54.9663,-1.6093,anonymous,EN,1,I pay attention,NA,2,46,2,5d8b66f5d189bd001a378273,20,entom,imp,5,5,5,5,5
2024-02-13 15:49:21,2024-02-13 15:53:39,0,174.55.253.213,100,257,1,2024-02-13 15:53:39,R_6s6PmGpVeQVEH99,NA,NA,NA,NA,41.1408,-77.444,anonymous,EN,1,I pay attention,NA,1,30,5,57dd186e6598aa0001992616,21,archeo,basic,2,2,3,3,3
2024-02-13 15:49:21,2024-02-13 15:53:39,0,174.55.253.213,100,257,1,2024-02-13 15:53:39,R_6s6PmGpVeQVEH99,NA,NA,NA,NA,41.1408,-77.444,anonymous,EN,1,I pay attention,NA,1,30,5,57dd186e6598aa0001992616,21,entom,imp,4,5,5,4,4
2024-02-13 15:48:58,2024-02-13 15:53:39,0,82.43.106.11,100,281,1,2024-02-13 15:53:39,R_5FdmrvKMtVqsw0x,NA,NA,NA,NA,51.1398,-0.1206,anonymous,EN,1,I pay attention,NA,1,48,5,63d79fcd741f9cfb2f87152f,22,archeo,basic,2,2,4,4,2
2024-02-13 15:48:58,2024-02-13 15:53:39,0,82.43.106.11,100,281,1,2024-02-13 15:53:39,R_5FdmrvKMtVqsw0x,NA,NA,NA,NA,51.1398,-0.1206,anonymous,EN,1,I pay attention,NA,1,48,5,63d79fcd741f9cfb2f87152f,22,entom,imp,2,4,5,5,3
2024-02-13 15:48:48,2024-02-13 15:53:43,0,51.155.219.113,100,294,1,2024-02-13 15:53:43,R_5KTRlJs2kLdBjh5,NA,NA,NA,NA,53.5866,-2.4354,anonymous,EN,1,I pay attention,NA,1,38,5,5cba676b16ab74001672d70f,23,archeo,basic,5,4,5,5,4
2024-02-13 15:48:48,2024-02-13 15:53:43,0,51.155.219.113,100,294,1,2024-02-13 15:53:43,R_5KTRlJs2kLdBjh5,NA,NA,NA,NA,53.5866,-2.4354,anonymous,EN,1,I pay attention,NA,1,38,5,5cba676b16ab74001672d70f,23,entom,imp,5,5,5,5,4
2024-02-13 15:49:05,2024-02-13 15:53:57,0,31.94.25.3,100,292,1,2024-02-13 15:53:58,R_3Upmm6ZpkOJbEpr,NA,NA,NA,NA,51.5081,-0.1278,anonymous,EN,1,I pay attention,NA,2,36,5,5d55b7ef6a0f930017202336,24,archeo,imp,4,5,4,4,3
2024-02-13 15:49:05,2024-02-13 15:53:57,0,31.94.25.3,100,292,1,2024-02-13 15:53:58,R_3Upmm6ZpkOJbEpr,NA,NA,NA,NA,51.5081,-0.1278,anonymous,EN,1,I pay attention,NA,2,36,5,5d55b7ef6a0f930017202336,24,entom,basic,3,2,4,3,4
2024-02-13 15:49:06,2024-02-13 15:54:01,0,81.79.32.159,100,295,1,2024-02-13 15:54:01,R_2NPbnBa5fxHw4hN,NA,NA,NA,NA,51.5428,-0.1978,anonymous,EN,1,I pay attention,NA,2,45,6,5f26b57a60644b4198c9d5e9,25,archeo,imp,2,2,3,2,3
2024-02-13 15:49:06,2024-02-13 15:54:01,0,81.79.32.159,100,295,1,2024-02-13 15:54:01,R_2NPbnBa5fxHw4hN,NA,NA,NA,NA,51.5428,-0.1978,anonymous,EN,1,I pay attention,NA,2,45,6,5f26b57a60644b4198c9d5e9,25,entom,basic,3,3,4,3,3
2024-02-13 15:49:11,2024-02-13 15:54:02,0,5.65.238.47,100,290,1,2024-02-13 15:54:02,R_4lDEQLB1byAJ9RH,NA,NA,NA,NA,51.4623,-2.5502,anonymous,EN,1,I pay attention,NA,2,35,5,5d83ed17ea47230019e0ae50,26,archeo,imp,4,3,4,4,4
2024-02-13 15:49:11,2024-02-13 15:54:02,0,5.65.238.47,100,290,1,2024-02-13 15:54:02,R_4lDEQLB1byAJ9RH,NA,NA,NA,NA,51.4623,-2.5502,anonymous,EN,1,I pay attention,NA,2,35,5,5d83ed17ea47230019e0ae50,26,entom,basic,3,3,4,2,2
2024-02-13 15:48:54,2024-02-13 15:54:06,0,172.15.52.59,100,312,1,2024-02-13 15:54:07,R_14SrhQ1y3S8SOwF,NA,NA,NA,NA,33.89,-117.3043,anonymous,EN,1,I pay attention,NA,2,51,6,63a2844c9d6acbec7228a420,27,archeo,imp,4,3,3,3,3
2024-02-13 15:48:54,2024-02-13 15:54:06,0,172.15.52.59,100,312,1,2024-02-13 15:54:07,R_14SrhQ1y3S8SOwF,NA,NA,NA,NA,33.89,-117.3043,anonymous,EN,1,I pay attention,NA,2,51,6,63a2844c9d6acbec7228a420,27,entom,basic,1,1,2,2,2
